"","bin_name","group","function.","count","total_cogs","proportion"
"629","ND35_MAG_00037","susceptible","Signal transduction mechanisms",52,875,0.0594285714285714
"630","ND35_MAG_00037","susceptible","Transcription",39,875,0.0445714285714286
"631","ND35_MAG_00037","susceptible","Translation, ribosomal structure and biogenesis",137,875,0.156571428571429
"632","ND35_MAG_00038","susceptible","Amino acid transport and metabolism",138,2090,0.0660287081339713
"633","ND35_MAG_00038","susceptible","Carbohydrate transport and metabolism",88,2090,0.0421052631578947
"634","ND35_MAG_00038","susceptible","Cell cycle control, cell division, chromosome partitioning",38,2090,0.0181818181818182
"635","ND35_MAG_00038","susceptible","Cell motility",22,2090,0.0105263157894737
"636","ND35_MAG_00038","susceptible","Cell wall/membrane/envelope biogenesis",235,2090,0.11244019138756
"637","ND35_MAG_00038","susceptible","Coenzyme transport and metabolism",116,2090,0.0555023923444976
"638","ND35_MAG_00038","susceptible","Cytoskeleton",3,2090,0.00143540669856459
"639","ND35_MAG_00038","susceptible","Defense mechanisms",43,2090,0.0205741626794258
"640","ND35_MAG_00038","susceptible","Energy production and conversion",113,2090,0.054066985645933
"641","ND35_MAG_00038","susceptible","Extracellular structures",9,2090,0.00430622009569378
"642","ND35_MAG_00038","susceptible","Function unknown",96,2090,0.045933014354067
"643","ND35_MAG_00038","susceptible","General function prediction only",150,2090,0.0717703349282297
"644","ND35_MAG_00038","susceptible","Inorganic ion transport and metabolism",88,2090,0.0421052631578947
"645","ND35_MAG_00038","susceptible","Intracellular trafficking, secretion, and vesicular transport",34,2090,0.0162679425837321
"646","ND35_MAG_00038","susceptible","Lipid transport and metabolism",121,2090,0.0578947368421053
"647","ND35_MAG_00038","susceptible","Mobilome: prophages, transposons",4,2090,0.00191387559808612
"648","ND35_MAG_00038","susceptible","Nucleotide transport and metabolism",73,2090,0.0349282296650718
"649","ND35_MAG_00038","susceptible","Posttranslational modification, protein turnover, chaperones",146,2090,0.0698564593301435
"650","ND35_MAG_00038","susceptible","Replication, recombination and repair",116,2090,0.0555023923444976
"651","ND35_MAG_00038","susceptible","Secondary metabolites biosynthesis, transport and catabolism",36,2090,0.0172248803827751
"652","ND35_MAG_00038","susceptible","Signal transduction mechanisms",120,2090,0.0574162679425837
"653","ND35_MAG_00038","susceptible","Transcription",109,2090,0.0521531100478469
"654","ND35_MAG_00038","susceptible","Translation, ribosomal structure and biogenesis",192,2090,0.091866028708134
"655","ND35_MAG_00039","susceptible","Amino acid transport and metabolism",100,1106,0.0904159132007233
"656","ND35_MAG_00039","susceptible","Carbohydrate transport and metabolism",31,1106,0.0280289330922242
"657","ND35_MAG_00039","susceptible","Cell cycle control, cell division, chromosome partitioning",19,1106,0.0171790235081374
"658","ND35_MAG_00039","susceptible","Cell motility",15,1106,0.0135623869801085
"659","ND35_MAG_00039","susceptible","Cell wall/membrane/envelope biogenesis",88,1106,0.0795660036166365
"660","ND35_MAG_00039","susceptible","Coenzyme transport and metabolism",89,1106,0.0804701627486438
"661","ND35_MAG_00039","susceptible","Cytoskeleton",3,1106,0.0027124773960217
"662","ND35_MAG_00039","susceptible","Defense mechanisms",39,1106,0.0352622061482821
"663","ND35_MAG_00039","susceptible","Energy production and conversion",77,1106,0.069620253164557
"664","ND35_MAG_00039","susceptible","Extracellular structures",5,1106,0.00452079566003617
"665","ND35_MAG_00039","susceptible","Function unknown",25,1106,0.0226039783001808
"666","ND35_MAG_00039","susceptible","General function prediction only",36,1106,0.0325497287522604
"667","ND35_MAG_00039","susceptible","Inorganic ion transport and metabolism",42,1106,0.0379746835443038
"668","ND35_MAG_00039","susceptible","Intracellular trafficking, secretion, and vesicular transport",43,1106,0.038878842676311
"669","ND35_MAG_00039","susceptible","Lipid transport and metabolism",45,1106,0.0406871609403255
"670","ND35_MAG_00039","susceptible","Mobilome: prophages, transposons",8,1106,0.00723327305605787
"671","ND35_MAG_00039","susceptible","Nucleotide transport and metabolism",44,1106,0.0397830018083183
"672","ND35_MAG_00039","susceptible","Posttranslational modification, protein turnover, chaperones",63,1106,0.0569620253164557
"673","ND35_MAG_00039","susceptible","Replication, recombination and repair",77,1106,0.069620253164557
"674","ND35_MAG_00039","susceptible","Secondary metabolites biosynthesis, transport and catabolism",13,1106,0.011754068716094
"675","ND35_MAG_00039","susceptible","Signal transduction mechanisms",32,1106,0.0289330922242315
"676","ND35_MAG_00039","susceptible","Transcription",43,1106,0.038878842676311
"677","ND35_MAG_00039","susceptible","Translation, ribosomal structure and biogenesis",169,1106,0.152802893309222
"678","ND35_MAG_00040","susceptible","Amino acid transport and metabolism",320,2553,0.125342734038386
"679","ND35_MAG_00040","susceptible","Carbohydrate transport and metabolism",144,2553,0.0564042303172738
"680","ND35_MAG_00040","susceptible","Cell cycle control, cell division, chromosome partitioning",36,2553,0.0141010575793184
"681","ND35_MAG_00040","susceptible","Cell motility",53,2553,0.0207598903251077
"682","ND35_MAG_00040","susceptible","Cell wall/membrane/envelope biogenesis",133,2553,0.0520955738347043
"683","ND35_MAG_00040","susceptible","Chromatin structure and dynamics",2,2553,0.000783392087739914
"684","ND35_MAG_00040","susceptible","Coenzyme transport and metabolism",153,2553,0.0599294947121034
"685","ND35_MAG_00040","susceptible","Cytoskeleton",2,2553,0.000783392087739914
"686","ND35_MAG_00040","susceptible","Defense mechanisms",36,2553,0.0141010575793184
"687","ND35_MAG_00040","susceptible","Energy production and conversion",241,2553,0.0943987465726596
"688","ND35_MAG_00040","susceptible","Extracellular structures",21,2553,0.0082256169212691
"689","ND35_MAG_00040","susceptible","Function unknown",62,2553,0.0242851547199373
"690","ND35_MAG_00040","susceptible","General function prediction only",203,2553,0.0795142969056013
"691","ND35_MAG_00040","susceptible","Inorganic ion transport and metabolism",138,2553,0.0540540540540541
"692","ND35_MAG_00040","susceptible","Intracellular trafficking, secretion, and vesicular transport",47,2553,0.018409714061888
"693","ND35_MAG_00040","susceptible","Lipid transport and metabolism",191,2553,0.0748139443791618
"694","ND35_MAG_00040","susceptible","Mobilome: prophages, transposons",5,2553,0.00195848021934978
"695","ND35_MAG_00040","susceptible","Nucleotide transport and metabolism",71,2553,0.0278104191147669
"696","ND35_MAG_00040","susceptible","Posttranslational modification, protein turnover, chaperones",110,2553,0.0430865648256953
"697","ND35_MAG_00040","susceptible","RNA processing and modification",1,2553,0.000391696043869957
"698","ND35_MAG_00040","susceptible","Replication, recombination and repair",82,2553,0.0321190755973365
"699","ND35_MAG_00040","susceptible","Secondary metabolites biosynthesis, transport and catabolism",74,2553,0.0289855072463768
"700","ND35_MAG_00040","susceptible","Signal transduction mechanisms",105,2553,0.0411280846063455
"701","ND35_MAG_00040","susceptible","Transcription",134,2553,0.0524872698785742
"702","ND35_MAG_00040","susceptible","Translation, ribosomal structure and biogenesis",189,2553,0.0740305522914219
"703","ND35_MAG_00041","susceptible","Amino acid transport and metabolism",188,2017,0.0932077342588002
"704","ND35_MAG_00041","susceptible","Carbohydrate transport and metabolism",138,2017,0.0684184432325236
"705","ND35_MAG_00041","susceptible","Cell cycle control, cell division, chromosome partitioning",48,2017,0.0237977193852256
"706","ND35_MAG_00041","susceptible","Cell motility",18,2017,0.00892414476945959
"707","ND35_MAG_00041","susceptible","Cell wall/membrane/envelope biogenesis",183,2017,0.0907288051561725
"708","ND35_MAG_00041","susceptible","Coenzyme transport and metabolism",117,2017,0.0580069410014874
"709","ND35_MAG_00041","susceptible","Cytoskeleton",3,2017,0.0014873574615766
"710","ND35_MAG_00041","susceptible","Defense mechanisms",54,2017,0.0267724343083788
"711","ND35_MAG_00041","susceptible","Energy production and conversion",110,2017,0.0545364402578086
"712","ND35_MAG_00041","susceptible","Extracellular structures",8,2017,0.00396628656420426
"713","ND35_MAG_00041","susceptible","Function unknown",80,2017,0.0396628656420426
"714","ND35_MAG_00041","susceptible","General function prediction only",169,2017,0.0837878036688151
"715","ND35_MAG_00041","susceptible","Inorganic ion transport and metabolism",108,2017,0.0535448686167576
"716","ND35_MAG_00041","susceptible","Intracellular trafficking, secretion, and vesicular transport",28,2017,0.0138820029747149
"717","ND35_MAG_00041","susceptible","Lipid transport and metabolism",113,2017,0.0560237977193852
"718","ND35_MAG_00041","susceptible","Mobilome: prophages, transposons",1,2017,0.000495785820525533
"719","ND35_MAG_00041","susceptible","Nucleotide transport and metabolism",69,2017,0.0342092216162618
"720","ND35_MAG_00041","susceptible","Posttranslational modification, protein turnover, chaperones",114,2017,0.0565195835399108
"721","ND35_MAG_00041","susceptible","Replication, recombination and repair",102,2017,0.0505701536936044
"722","ND35_MAG_00041","susceptible","Secondary metabolites biosynthesis, transport and catabolism",26,2017,0.0128904313336639
"723","ND35_MAG_00041","susceptible","Signal transduction mechanisms",76,2017,0.0376797223599405
"724","ND35_MAG_00041","susceptible","Transcription",82,2017,0.0406544372830937
"725","ND35_MAG_00041","susceptible","Translation, ribosomal structure and biogenesis",182,2017,0.090233019335647
"726","ND35_MAG_00042","resistant","Amino acid transport and metabolism",278,2841,0.0978528687082013
"727","ND35_MAG_00042","resistant","Carbohydrate transport and metabolism",166,2841,0.0584301302358325
"728","ND35_MAG_00042","resistant","Cell cycle control, cell division, chromosome partitioning",37,2841,0.0130235832453361
"729","ND35_MAG_00042","resistant","Cell motility",67,2841,0.0235832453361492
"730","ND35_MAG_00042","resistant","Cell wall/membrane/envelope biogenesis",157,2841,0.0552622316085885
"731","ND35_MAG_00042","resistant","Chromatin structure and dynamics",3,2841,0.00105596620908131
"732","ND35_MAG_00042","resistant","Coenzyme transport and metabolism",188,2841,0.066173882435762
"733","ND35_MAG_00042","resistant","Cytoskeleton",4,2841,0.00140795494544175
"734","ND35_MAG_00042","resistant","Defense mechanisms",81,2841,0.0285110876451954
"735","ND35_MAG_00042","resistant","Energy production and conversion",240,2841,0.0844772967265048
"736","ND35_MAG_00042","resistant","Extracellular structures",16,2841,0.00563181978176698
"737","ND35_MAG_00042","resistant","Function unknown",62,2841,0.0218233016543471
"738","ND35_MAG_00042","resistant","General function prediction only",232,2841,0.0816613868356213
"739","ND35_MAG_00042","resistant","Inorganic ion transport and metabolism",144,2841,0.0506863780359029
"740","ND35_MAG_00042","resistant","Intracellular trafficking, secretion, and vesicular transport",58,2841,0.0204153467089053
"741","ND35_MAG_00042","resistant","Lipid transport and metabolism",228,2841,0.0802534318901795
"742","ND35_MAG_00042","resistant","Mobilome: prophages, transposons",11,2841,0.0038718760999648
"743","ND35_MAG_00042","resistant","Nucleotide transport and metabolism",71,2841,0.024991200281591
"744","ND35_MAG_00042","resistant","Posttranslational modification, protein turnover, chaperones",157,2841,0.0552622316085885
"745","ND35_MAG_00042","resistant","RNA processing and modification",1,2841,0.000351988736360436
"746","ND35_MAG_00042","resistant","Replication, recombination and repair",102,2841,0.0359028511087645
"747","ND35_MAG_00042","resistant","Secondary metabolites biosynthesis, transport and catabolism",63,2841,0.0221752903907075
"748","ND35_MAG_00042","resistant","Signal transduction mechanisms",119,2841,0.0418866596268919
"749","ND35_MAG_00042","resistant","Transcription",142,2841,0.049982400563182
"750","ND35_MAG_00042","resistant","Translation, ribosomal structure and biogenesis",214,2841,0.0753255895811334
"751","ND35_MAG_00043","susceptible","Amino acid transport and metabolism",174,1786,0.097424412094065
"752","ND35_MAG_00043","susceptible","Carbohydrate transport and metabolism",136,1786,0.0761478163493841
"753","ND35_MAG_00043","susceptible","Cell cycle control, cell division, chromosome partitioning",33,1786,0.0184770436730123
"754","ND35_MAG_00043","susceptible","Cell motility",10,1786,0.00559910414333707
"755","ND35_MAG_00043","susceptible","Cell wall/membrane/envelope biogenesis",148,1786,0.0828667413213886
"756","ND35_MAG_00043","susceptible","Coenzyme transport and metabolism",98,1786,0.0548712206047032
"757","ND35_MAG_00043","susceptible","Cytoskeleton",3,1786,0.00167973124300112
"758","ND35_MAG_00043","susceptible","Defense mechanisms",46,1786,0.0257558790593505
"759","ND35_MAG_00043","susceptible","Energy production and conversion",123,1786,0.0688689809630459
"760","ND35_MAG_00043","susceptible","Extracellular structures",2,1786,0.00111982082866741
"761","ND35_MAG_00043","susceptible","Function unknown",47,1786,0.0263157894736842
"762","ND35_MAG_00043","susceptible","General function prediction only",154,1786,0.0862262038073908
"763","ND35_MAG_00043","susceptible","Inorganic ion transport and metabolism",80,1786,0.0447928331466965
"764","ND35_MAG_00043","susceptible","Intracellular trafficking, secretion, and vesicular transport",33,1786,0.0184770436730123
"765","ND35_MAG_00043","susceptible","Lipid transport and metabolism",94,1786,0.0526315789473684
"766","ND35_MAG_00043","susceptible","Nucleotide transport and metabolism",64,1786,0.0358342665173572
"767","ND35_MAG_00043","susceptible","Posttranslational modification, protein turnover, chaperones",103,1786,0.0576707726763718
"768","ND35_MAG_00043","susceptible","Replication, recombination and repair",86,1786,0.0481522956326988
"769","ND35_MAG_00043","susceptible","Secondary metabolites biosynthesis, transport and catabolism",26,1786,0.0145576707726764
"770","ND35_MAG_00043","susceptible","Signal transduction mechanisms",66,1786,0.0369540873460246
"771","ND35_MAG_00043","susceptible","Transcription",70,1786,0.0391937290033595
"772","ND35_MAG_00043","susceptible","Translation, ribosomal structure and biogenesis",190,1786,0.106382978723404
"773","ND35_MAG_00044","resistant","Amino acid transport and metabolism",188,2285,0.0822757111597374
"774","ND35_MAG_00044","resistant","Carbohydrate transport and metabolism",78,2285,0.0341356673960613
"775","ND35_MAG_00044","resistant","Cell cycle control, cell division, chromosome partitioning",29,2285,0.012691466083151
"776","ND35_MAG_00044","resistant","Cell motility",68,2285,0.0297592997811816
"777","ND35_MAG_00044","resistant","Cell wall/membrane/envelope biogenesis",182,2285,0.0796498905908096
"778","ND35_MAG_00044","resistant","Chromatin structure and dynamics",1,2285,0.000437636761487965
"779","ND35_MAG_00044","resistant","Coenzyme transport and metabolism",148,2285,0.0647702407002188
"780","ND35_MAG_00044","resistant","Cytoskeleton",6,2285,0.00262582056892779
"781","ND35_MAG_00044","resistant","Defense mechanisms",63,2285,0.0275711159737418
"782","ND35_MAG_00044","resistant","Energy production and conversion",171,2285,0.074835886214442
"783","ND35_MAG_00044","resistant","Extracellular structures",43,2285,0.0188183807439825
"784","ND35_MAG_00044","resistant","Function unknown",64,2285,0.0280087527352298
"785","ND35_MAG_00044","resistant","General function prediction only",168,2285,0.0735229759299781
"786","ND35_MAG_00044","resistant","Inorganic ion transport and metabolism",85,2285,0.037199124726477
"787","ND35_MAG_00044","resistant","Intracellular trafficking, secretion, and vesicular transport",70,2285,0.0306345733041575
"788","ND35_MAG_00044","resistant","Lipid transport and metabolism",140,2285,0.0612691466083151
"789","ND35_MAG_00044","resistant","Mobilome: prophages, transposons",15,2285,0.00656455142231947
"790","ND35_MAG_00044","resistant","Nucleotide transport and metabolism",59,2285,0.0258205689277899
"791","ND35_MAG_00044","resistant","Posttranslational modification, protein turnover, chaperones",108,2285,0.0472647702407002
"792","ND35_MAG_00044","resistant","RNA processing and modification",1,2285,0.000437636761487965
"793","ND35_MAG_00044","resistant","Replication, recombination and repair",99,2285,0.0433260393873085
"794","ND35_MAG_00044","resistant","Secondary metabolites biosynthesis, transport and catabolism",53,2285,0.0231947483588621
"795","ND35_MAG_00044","resistant","Signal transduction mechanisms",128,2285,0.0560175054704595
"796","ND35_MAG_00044","resistant","Transcription",119,2285,0.0520787746170678
"797","ND35_MAG_00044","resistant","Translation, ribosomal structure and biogenesis",199,2285,0.087089715536105
"798","ND35_MAG_00045","susceptible","Amino acid transport and metabolism",202,2134,0.0946579194001874
"799","ND35_MAG_00045","susceptible","Carbohydrate transport and metabolism",129,2134,0.0604498594189316
"800","ND35_MAG_00045","susceptible","Cell cycle control, cell division, chromosome partitioning",35,2134,0.0164011246485473
"801","ND35_MAG_00045","susceptible","Cell motility",8,2134,0.00374882849109653
"802","ND35_MAG_00045","susceptible","Cell wall/membrane/envelope biogenesis",119,2134,0.0557638238050609
"803","ND35_MAG_00045","susceptible","Coenzyme transport and metabolism",163,2134,0.0763823805060918
"804","ND35_MAG_00045","susceptible","Cytoskeleton",8,2134,0.00374882849109653
"805","ND35_MAG_00045","susceptible","Defense mechanisms",49,2134,0.0229615745079663
"806","ND35_MAG_00045","susceptible","Energy production and conversion",163,2134,0.0763823805060918
"807","ND35_MAG_00045","susceptible","Extracellular structures",13,2134,0.00609184629803187
"808","ND35_MAG_00045","susceptible","Function unknown",41,2134,0.0192127460168697
"809","ND35_MAG_00045","susceptible","General function prediction only",214,2134,0.100281162136832
"810","ND35_MAG_00045","susceptible","Inorganic ion transport and metabolism",101,2134,0.0473289597000937
"811","ND35_MAG_00045","susceptible","Intracellular trafficking, secretion, and vesicular transport",29,2134,0.0135895032802249
"812","ND35_MAG_00045","susceptible","Lipid transport and metabolism",228,2134,0.106841611996251
"813","ND35_MAG_00045","susceptible","Mobilome: prophages, transposons",2,2134,0.000937207122774133
"814","ND35_MAG_00045","susceptible","Nucleotide transport and metabolism",69,2134,0.0323336457357076
"815","ND35_MAG_00045","susceptible","Posttranslational modification, protein turnover, chaperones",90,2134,0.042174320524836
"816","ND35_MAG_00045","susceptible","RNA processing and modification",1,2134,0.000468603561387067
"817","ND35_MAG_00045","susceptible","Replication, recombination and repair",84,2134,0.0393626991565136
"818","ND35_MAG_00045","susceptible","Secondary metabolites biosynthesis, transport and catabolism",70,2134,0.0328022492970947
"819","ND35_MAG_00045","susceptible","Signal transduction mechanisms",68,2134,0.0318650421743205
"820","ND35_MAG_00045","susceptible","Transcription",86,2134,0.0402999062792877
"821","ND35_MAG_00045","susceptible","Translation, ribosomal structure and biogenesis",162,2134,0.0759137769447048
"822","ND42_MAG_00009","susceptible","Amino acid transport and metabolism",240,2888,0.0831024930747922
"823","ND42_MAG_00009","susceptible","Carbohydrate transport and metabolism",287,2888,0.099376731301939
"824","ND42_MAG_00009","susceptible","Cell cycle control, cell division, chromosome partitioning",38,2888,0.0131578947368421
"825","ND42_MAG_00009","susceptible","Cell motility",67,2888,0.0231994459833795
"826","ND42_MAG_00009","susceptible","Cell wall/membrane/envelope biogenesis",240,2888,0.0831024930747922
"827","ND42_MAG_00009","susceptible","Chromatin structure and dynamics",1,2888,0.000346260387811634
"828","ND42_MAG_00009","susceptible","Coenzyme transport and metabolism",149,2888,0.0515927977839335
"829","ND42_MAG_00009","susceptible","Cytoskeleton",5,2888,0.00173130193905817
"830","ND42_MAG_00009","susceptible","Defense mechanisms",77,2888,0.0266620498614958
"831","ND42_MAG_00009","susceptible","Energy production and conversion",178,2888,0.0616343490304709
"832","ND42_MAG_00009","susceptible","Extracellular structures",29,2888,0.0100415512465374
"833","ND42_MAG_00009","susceptible","Function unknown",97,2888,0.0335872576177285
"834","ND42_MAG_00009","susceptible","General function prediction only",248,2888,0.0858725761772853
"835","ND42_MAG_00009","susceptible","Inorganic ion transport and metabolism",179,2888,0.0619806094182825
"836","ND42_MAG_00009","susceptible","Intracellular trafficking, secretion, and vesicular transport",69,2888,0.0238919667590028
"837","ND42_MAG_00009","susceptible","Lipid transport and metabolism",129,2888,0.0446675900277008
"838","ND42_MAG_00009","susceptible","Mobilome: prophages, transposons",2,2888,0.000692520775623269
"839","ND42_MAG_00009","susceptible","Nucleotide transport and metabolism",83,2888,0.0287396121883657
"840","ND42_MAG_00009","susceptible","Posttranslational modification, protein turnover, chaperones",142,2888,0.0491689750692521
"841","ND42_MAG_00009","susceptible","Replication, recombination and repair",99,2888,0.0342797783933518
"842","ND42_MAG_00009","susceptible","Secondary metabolites biosynthesis, transport and catabolism",51,2888,0.0176592797783934
"843","ND42_MAG_00009","susceptible","Signal transduction mechanisms",141,2888,0.0488227146814404
"844","ND42_MAG_00009","susceptible","Transcription",138,2888,0.0477839335180055
"845","ND42_MAG_00009","susceptible","Translation, ribosomal structure and biogenesis",199,2888,0.0689058171745152
"846","ND42_MAG_00011","susceptible","Amino acid transport and metabolism",114,1733,0.0657818811309867
"847","ND42_MAG_00011","susceptible","Carbohydrate transport and metabolism",88,1733,0.0507789959607617
"848","ND42_MAG_00011","susceptible","Cell cycle control, cell division, chromosome partitioning",37,1733,0.0213502596653203
"849","ND42_MAG_00011","susceptible","Cell motility",16,1733,0.00923254472013849
"850","ND42_MAG_00011","susceptible","Cell wall/membrane/envelope biogenesis",192,1733,0.110790536641662
"851","ND42_MAG_00011","susceptible","Coenzyme transport and metabolism",103,1733,0.0594345066358915
"852","ND42_MAG_00011","susceptible","Cytoskeleton",4,1733,0.00230813618003462
"853","ND42_MAG_00011","susceptible","Defense mechanisms",40,1733,0.0230813618003462
"854","ND42_MAG_00011","susceptible","Energy production and conversion",98,1733,0.0565493364108482
"855","ND42_MAG_00011","susceptible","Extracellular structures",6,1733,0.00346220427005193
"856","ND42_MAG_00011","susceptible","Function unknown",89,1733,0.0513560300057703
"857","ND42_MAG_00011","susceptible","General function prediction only",126,1733,0.0727062896710906
"858","ND42_MAG_00011","susceptible","Inorganic ion transport and metabolism",69,1733,0.0398153491055972
"859","ND42_MAG_00011","susceptible","Intracellular trafficking, secretion, and vesicular transport",30,1733,0.0173110213502597
"860","ND42_MAG_00011","susceptible","Lipid transport and metabolism",95,1733,0.0548182342758223
"861","ND42_MAG_00011","susceptible","Mobilome: prophages, transposons",1,1733,0.000577034045008655
"862","ND42_MAG_00011","susceptible","Nucleotide transport and metabolism",70,1733,0.0403923831506059
"863","ND42_MAG_00011","susceptible","Posttranslational modification, protein turnover, chaperones",120,1733,0.0692440854010387
"864","ND42_MAG_00011","susceptible","Replication, recombination and repair",96,1733,0.0553952683208309
"865","ND42_MAG_00011","susceptible","Secondary metabolites biosynthesis, transport and catabolism",28,1733,0.0161569532602424
"866","ND42_MAG_00011","susceptible","Signal transduction mechanisms",55,1733,0.0317368724754761
"867","ND42_MAG_00011","susceptible","Transcription",73,1733,0.0421234852856319
"868","ND42_MAG_00011","susceptible","Translation, ribosomal structure and biogenesis",183,1733,0.105597230236584
"869","ND42_MAG_00012","susceptible","Amino acid transport and metabolism",109,1681,0.0648423557406306
"870","ND42_MAG_00012","susceptible","Carbohydrate transport and metabolism",80,1681,0.0475907198096371
"871","ND42_MAG_00012","susceptible","Cell cycle control, cell division, chromosome partitioning",35,1681,0.0208209399167162
"872","ND42_MAG_00012","susceptible","Cell motility",14,1681,0.0083283759666865
"873","ND42_MAG_00012","susceptible","Cell wall/membrane/envelope biogenesis",176,1681,0.104699583581202
"874","ND42_MAG_00012","susceptible","Coenzyme transport and metabolism",102,1681,0.0606781677572873
"875","ND42_MAG_00012","susceptible","Cytoskeleton",4,1681,0.00237953599048186
"876","ND42_MAG_00012","susceptible","Defense mechanisms",47,1681,0.0279595478881618
"877","ND42_MAG_00012","susceptible","Energy production and conversion",96,1681,0.0571088637715645
"878","ND42_MAG_00012","susceptible","Extracellular structures",6,1681,0.00356930398572278
"879","ND42_MAG_00012","susceptible","Function unknown",89,1681,0.0529446757882213
"880","ND42_MAG_00012","susceptible","General function prediction only",121,1681,0.0719809637120761
"881","ND42_MAG_00012","susceptible","Inorganic ion transport and metabolism",76,1681,0.0452111838191553
"882","ND42_MAG_00012","susceptible","Intracellular trafficking, secretion, and vesicular transport",27,1681,0.0160618679357525
"883","ND42_MAG_00012","susceptible","Lipid transport and metabolism",84,1681,0.049970255800119
"884","ND42_MAG_00012","susceptible","Mobilome: prophages, transposons",5,1681,0.00297441998810232
"885","ND42_MAG_00012","susceptible","Nucleotide transport and metabolism",63,1681,0.0374776918500892
"886","ND42_MAG_00012","susceptible","Posttranslational modification, protein turnover, chaperones",119,1681,0.0707911957168352
"887","ND42_MAG_00012","susceptible","Replication, recombination and repair",95,1681,0.0565139797739441
"888","ND42_MAG_00012","susceptible","Secondary metabolites biosynthesis, transport and catabolism",25,1681,0.0148720999405116
"889","ND42_MAG_00012","susceptible","Signal transduction mechanisms",61,1681,0.0362879238548483
"890","ND42_MAG_00012","susceptible","Transcription",66,1681,0.0392623438429506
"891","ND42_MAG_00012","susceptible","Translation, ribosomal structure and biogenesis",181,1681,0.107674003569304
"892","ND42_MAG_00022","susceptible","Amino acid transport and metabolism",196,2954,0.0663507109004739
"893","ND42_MAG_00022","susceptible","Carbohydrate transport and metabolism",236,2954,0.0798916723087339
"894","ND42_MAG_00022","susceptible","Cell cycle control, cell division, chromosome partitioning",45,2954,0.0152335815842925
"895","ND42_MAG_00022","susceptible","Cell motility",160,2954,0.05416384563304
"896","ND42_MAG_00022","susceptible","Cell wall/membrane/envelope biogenesis",244,2954,0.0825998645903859
"897","ND42_MAG_00022","susceptible","Coenzyme transport and metabolism",148,2954,0.050101557210562
"898","ND42_MAG_00022","susceptible","Cytoskeleton",7,2954,0.0023696682464455
"899","ND42_MAG_00022","susceptible","Defense mechanisms",78,2954,0.026404874746107
"900","ND42_MAG_00022","susceptible","Energy production and conversion",207,2954,0.0700744752877454
"901","ND42_MAG_00022","susceptible","Extracellular structures",84,2954,0.028436018957346
"902","ND42_MAG_00022","susceptible","Function unknown",121,2954,0.0409614082599865
"903","ND42_MAG_00022","susceptible","General function prediction only",264,2954,0.0893703452945159
"904","ND42_MAG_00022","susceptible","Inorganic ion transport and metabolism",127,2954,0.0429925524712255
"905","ND42_MAG_00022","susceptible","Intracellular trafficking, secretion, and vesicular transport",136,2954,0.046039268788084
"906","ND42_MAG_00022","susceptible","Lipid transport and metabolism",93,2954,0.0314827352742045
"907","ND42_MAG_00022","susceptible","Mobilome: prophages, transposons",8,2954,0.002708192281652
"908","ND42_MAG_00022","susceptible","Nucleotide transport and metabolism",82,2954,0.027758970886933
"909","ND42_MAG_00022","susceptible","Posttranslational modification, protein turnover, chaperones",155,2954,0.0524712254570074
"910","ND42_MAG_00022","susceptible","Replication, recombination and repair",84,2954,0.028436018957346
"911","ND42_MAG_00022","susceptible","Secondary metabolites biosynthesis, transport and catabolism",34,2954,0.011509817197021
"912","ND42_MAG_00022","susceptible","Signal transduction mechanisms",128,2954,0.043331076506432
"913","ND42_MAG_00022","susceptible","Transcription",112,2954,0.037914691943128
"914","ND42_MAG_00022","susceptible","Translation, ribosomal structure and biogenesis",205,2954,0.0693974272173324
"915","ND42_MAG_00023","susceptible","Amino acid transport and metabolism",281,2743,0.102442581115567
"916","ND42_MAG_00023","susceptible","Carbohydrate transport and metabolism",165,2743,0.0601531170251549
"917","ND42_MAG_00023","susceptible","Cell cycle control, cell division, chromosome partitioning",36,2743,0.013124316441852
"918","ND42_MAG_00023","susceptible","Cell motility",50,2743,0.01822821728035
"919","ND42_MAG_00023","susceptible","Cell wall/membrane/envelope biogenesis",169,2743,0.0616113744075829
"920","ND42_MAG_00023","susceptible","Chromatin structure and dynamics",2,2743,0.000729128691213999
"921","ND42_MAG_00023","susceptible","Coenzyme transport and metabolism",176,2743,0.0641633248268319
"922","ND42_MAG_00023","susceptible","Cytoskeleton",2,2743,0.000729128691213999
"923","ND42_MAG_00023","susceptible","Defense mechanisms",47,2743,0.017134524243529
"924","ND42_MAG_00023","susceptible","Energy production and conversion",274,2743,0.0998906306963179
"925","ND42_MAG_00023","susceptible","Extracellular structures",25,2743,0.00911410864017499
"926","ND42_MAG_00023","susceptible","Function unknown",67,2743,0.024425811155669
"927","ND42_MAG_00023","susceptible","General function prediction only",204,2743,0.0743711265038279
"928","ND42_MAG_00023","susceptible","Inorganic ion transport and metabolism",133,2743,0.048487057965731
"929","ND42_MAG_00023","susceptible","Intracellular trafficking, secretion, and vesicular transport",46,2743,0.016769959897922
"930","ND42_MAG_00023","susceptible","Lipid transport and metabolism",206,2743,0.0751002551950419
"931","ND42_MAG_00023","susceptible","Mobilome: prophages, transposons",2,2743,0.000729128691213999
"932","ND42_MAG_00023","susceptible","Nucleotide transport and metabolism",79,2743,0.028800583302953
"933","ND42_MAG_00023","susceptible","Posttranslational modification, protein turnover, chaperones",133,2743,0.048487057965731
